age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
50;retired;divorced;tertiary;no;2169;no;no;telephone;18;may;199;3;-54;-2;unknown;no
43;self-employed;married;secondary;no;14144;yes;no;cellular;21;nov;504;1;-1;0;unknown;yes
45;entrepreneur;married;secondary;no;981;no;no;unknown;15;jun;-112;0;-16;0;unknown;yes
39;blue-collar;married;primary;no;0;yes;no;unknown;4;jun;112;4;-1;0;unknown;no
39;management;single;tertiary;no;2477;yes;no;unknown;11;may;541;2;39;0;unknown;no
43;technician;married;secondary;no;-930;yes;no;unknown;21;nov;178;2;222;0;success;no
23;student;married;unknown;no;662;yes;no;unknown;34;may;603;0;-176;0;unknown;yes
51;blue-collar;single;tertiary;no;4221;no;no;unknown;13;jun;659;3;48;3;unknown;no
60;housemaid;married;primary;no;182;no;no;cellular;6;may;141;1;10;10;failure;no
47;technician;married;secondary;no;19;yes;no;unknown;6;may;105;2;-1;0;unknown;no
46;entrepreneur;married;secondary;no;-1151;yes;no;cellular;9;jul;254;7;43;0;unknown;yes
38;blue-collar;single;primary;no;1583;yes;no;cellular;15;may;386;1;-1;0;unknown;no
33;management;married;tertiary;no;6475;no;no;unknown;16;jul;249;4;53;1;unknown;yes
22;management;single;tertiary;no;5402;yes;no;telephone;36;oct;288;3;226;0;unknown;yes
47;management;married;tertiary;no;3954;no;no;telephone;20;may;348;-3;-111;0;unknown;yes
42;technician;single;unknown;no;11115;no;no;cellular;10;aug;187;1;102;1;success;yes
36;blue-collar;single;secondary;no;1012;yes;yes;unknown;6;jun;399;1;-1;0;unknown;no
57;technician;married;secondary;no;7554;no;no;telephone;28;oct;141;1;-1;0;unknown;yes
51;entrepreneur;divorced;secondary;no;408;yes;no;unknown;15;dec;-162;3;103;0;failure;no
51;technician;married;tertiary;no;0;no;no;cellular;7;may;662;2;66;2;success;yes
36;management;single;unknown;no;2529;yes;no;unknown;-4;dec;-58;0;9;3;unknown;no
60;housemaid;married;secondary;no;5;no;no;cellular;14;aug;433;5;-1;0;unknown;no
31;management;single;tertiary;no;3625;yes;no;cellular;19;nov;112;1;180;2;failure;no
42;unknown;single;secondary;no;-2745;yes;yes;cellular;14;nov;79;4;-121;-1;unknown;no
20;technician;married;primary;no;-378;no;no;cellular;10;nov;19;6;48;0;other;no
52;unknown;single;secondary;no;115;yes;no;unknown;20;may;708;6;179;-2;unknown;no
35;blue-collar;single;tertiary;no;1144;yes;no;cellular;14;jun;-300;5;135;1;unknown;yes
38;retired;divorced;secondary;no;-258;yes;no;unknown;27;aug;469;0;-107;0;failure;yes
55;management;married;unknown;no;1846;no;no;unknown;22;may;378;-1;3;0;other;no
34;technician;married;unknown;no;3517;yes;no;unknown;18;nov;-258;0;-36;1;success;yes
36;technician;single;tertiary;no;470;yes;no;cellular;16;apr;123;3;265;13;success;no
35;blue-collar;married;secondary;no;63;yes;no;cellular;9;apr;139;1;-1;0;unknown;no
30;technician;single;secondary;no;707;no;no;cellular;26;may;228;1;-1;0;unknown;no
50;technician;divorced;tertiary;no;4387;yes;no;cellular;31;may;505;-1;61;-1;failure;yes
17;entrepreneur;divorced;tertiary;no;1358;no;no;cellular;14;may;134;1;84;0;unknown;yes
64;entrepreneur;married;tertiary;no;3372;yes;no;cellular;19;oct;684;5;-78;1;failure;no
36;technician;single;secondary;no;27;yes;no;cellular;9;feb;631;1;260;2;success;yes
38;services;married;secondary;no;304;no;yes;cellular;2;feb;238;1;214;1;failure;no
25;unknown;married;secondary;no;3553;yes;no;cellular;33;jun;-32;7;-75;1;unknown;no
31;management;single;tertiary;no;524;yes;yes;unknown;29;may;668;2;-1;0;unknown;no
56;blue-collar;single;unknown;no;4858;no;no;unknown;10;jul;55;7;59;1;unknown;yes
25;retired;married;tertiary;no;3604;yes;no;cellular;18;may;439;0;66;0;unknown;no
31;services;married;unknown;no;2120;yes;no;unknown;4;nov;367;1;-148;3;unknown;yes
36;entrepreneur;married;secondary;no;0;yes;no;cellular;29;jan;344;3;-1;0;unknown;no
46;technician;single;tertiary;no;2615;no;no;unknown;22;may;349;2;281;-3;unknown;yes
55;technician;married;tertiary;no;5667;no;no;cellular;24;aug;165;1;122;2;unknown;no
31;technician;married;secondary;no;2342;no;yes;cellular;10;dec;214;0;-118;2;unknown;no
26;admin.;married;tertiary;no;4312;no;no;unknown;23;jul;470;3;226;2;unknown;yes
34;technician;single;secondary;no;-360;yes;no;unknown;22;aug;586;5;113;2;unknown;yes
47;management;married;tertiary;no;-488;yes;no;cellular;25;jul;65;5;-1;0;unknown;no
27;technician;divorced;tertiary;no;4607;yes;no;cellular;23;aug;304;0;-22;3;unknown;no
45;retired;single;tertiary;no;3242;yes;no;unknown;6;may;135;1;27;3;unknown;no
36;technician;married;unknown;no;499;yes;no;unknown;8;jul;-69;6;158;4;unknown;yes
43;housemaid;divorced;tertiary;no;-160;yes;yes;cellular;27;jul;533;1;183;0;unknown;no
42;entrepreneur;married;unknown;no;7197;no;no;unknown;1;jul;263;1;-118;2;unknown;yes
32;unemployed;married;secondary;no;10;yes;no;unknown;6;may;501;4;-1;0;unknown;no
42;management;married;tertiary;no;386;yes;no;unknown;7;may;168;1;-1;0;unknown;no
44;entrepreneur;single;primary;no;-6885;no;yes;unknown;14;aug;462;3;87;0;unknown;no
51;unemployed;married;secondary;no;5519;yes;yes;unknown;18;jun;99;-1;-62;-2;unknown;yes
40;blue-collar;single;unknown;no;-671;no;no;unknown;21;may;302;7;-30;-1;unknown;no
53;technician;single;unknown;no;4639;yes;no;cellular;16;jul;-82;4;15;0;unknown;yes
34;unknown;married;tertiary;no;4848;no;no;unknown;8;may;790;7;143;-3;unknown;no
43;management;married;secondary;no;-2294;yes;no;unknown;17;jan;226;9;-77;0;unknown;yes
32;management;married;tertiary;no;1511;no;no;cellular;28;may;145;1;-225;5;unknown;yes
35;management;married;secondary;no;5262;yes;no;unknown;27;aug;254;0;36;2;unknown;yes
39;unknown;single;tertiary;no;2374;yes;no;unknown;12;oct;161;5;121;2;unknown;yes
30;technician;married;tertiary;no;5663;yes;no;cellular;45;may;225;6;15;3;success;no
62;technician;single;tertiary;no;-3887;yes;no;unknown;19;jul;217;3;69;0;unknown;yes
37;blue-collar;married;tertiary;no;359;no;yes;cellular;7;aug;3422;2;-1;0;unknown;no
39;management;married;tertiary;no;151;yes;no;unknown;21;may;692;1;-1;0;unknown;no
57;services;married;secondary;no;1301;yes;no;cellular;29;jul;63;2;-1;0;unknown;no
24;blue-collar;single;secondary;yes;-4655;yes;no;unknown;30;jul;500;4;43;-2;unknown;yes
46;technician;married;secondary;no;-337;yes;no;unknown;27;may;112;1;-1;0;unknown;no
37;admin.;married;secondary;no;641;yes;no;unknown;5;jun;42;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;1230;yes;no;cellular;30;apr;412;1;169;1;success;yes
29;management;single;tertiary;no;572;yes;no;telephone;8;nov;319;1;-1;0;unknown;yes
22;management;divorced;tertiary;no;4989;yes;yes;unknown;14;may;135;1;-44;4;unknown;no
58;management;divorced;tertiary;no;372;no;yes;unknown;29;oct;11;1;-1;0;unknown;yes
33;technician;married;secondary;no;1388;no;yes;cellular;18;aug;414;3;-159;-1;other;yes
44;entrepreneur;single;secondary;no;1875;no;no;cellular;9;may;307;-1;-95;0;other;yes
54;management;single;tertiary;no;1773;no;no;unknown;26;may;-30;0;-6;0;unknown;no
54;management;married;secondary;no;6074;yes;no;telephone;29;aug;-41;-3;95;3;other;no
41;blue-collar;married;secondary;no;343;yes;no;unknown;14;may;89;7;-1;0;unknown;no
43;technician;divorced;tertiary;no;487;no;no;cellular;9;jul;362;1;-107;0;unknown;yes
39;management;divorced;tertiary;no;267;yes;yes;cellular;16;apr;91;1;-1;0;unknown;no
56;technician;divorced;tertiary;no;5469;yes;no;cellular;18;may;321;1;108;2;unknown;yes
20;entrepreneur;divorced;tertiary;no;5123;yes;no;unknown;23;jun;557;2;126;0;unknown;no
37;blue-collar;married;secondary;no;453;yes;yes;unknown;23;may;98;1;-1;0;unknown;no
36;technician;married;unknown;no;3928;no;no;unknown;23;jun;155;9;23;0;unknown;no
41;entrepreneur;married;secondary;no;1214;yes;no;unknown;14;may;399;6;-85;0;other;yes
26;housemaid;married;tertiary;no;3172;yes;yes;telephone;-3;may;-12;-1;127;1;unknown;yes
37;entrepreneur;divorced;secondary;no;3300;yes;no;telephone;17;may;614;5;75;-2;success;yes
38;entrepreneur;married;tertiary;no;2654;no;no;unknown;18;jul;446;2;-17;1;unknown;yes
45;entrepreneur;divorced;secondary;no;457;no;no;cellular;13;may;293;7;36;1;unknown;no
39;management;married;primary;no;-413;yes;no;unknown;13;jun;220;1;-10;1;unknown;yes
38;entrepreneur;single;unknown;no;2999;no;no;cellular;17;may;258;0;126;0;unknown;yes
34;technician;single;secondary;no;0;no;no;cellular;21;aug;163;2;-1;0;unknown;no
39;technician;married;tertiary;no;5757;no;no;unknown;29;aug;-397;2;-40;-2;unknown;no
30;self-employed;single;secondary;no;-1058;no;no;unknown;15;may;81;2;-35;1;unknown;no
46;entrepreneur;married;secondary;no;-1332;no;no;unknown;20;aug;206;8;98;0;unknown;yes
40;blue-collar;married;tertiary;no;6476;no;no;cellular;8;may;467;3;66;1;unknown;yes
44;retired;single;tertiary;no;5240;yes;no;cellular;13;oct;66;3;191;2;failure;no
36;management;divorced;secondary;no;-2393;yes;no;unknown;18;aug;277;0;-78;-4;unknown;yes
54;blue-collar;married;tertiary;no;-1979;yes;no;unknown;24;oct;329;-4;147;0;unknown;yes
41;unknown;married;unknown;no;4699;yes;no;cellular;24;may;161;1;196;1;other;no
39;technician;married;secondary;no;-54;yes;yes;unknown;30;jun;252;4;-1;0;unknown;no
29;unknown;married;unknown;no;6723;yes;no;unknown;13;dec;572;2;139;2;unknown;no
50;entrepreneur;married;tertiary;no;6584;yes;yes;unknown;4;may;303;5;65;0;unknown;yes
48;management;married;unknown;yes;1051;no;no;unknown;25;may;111;-1;26;4;unknown;yes
35;management;single;unknown;no;828;no;no;telephone;12;dec;125;6;-61;2;unknown;yes
34;admin.;single;secondary;no;3626;yes;yes;cellular;20;nov;88;2;-1;0;unknown;no
35;technician;divorced;tertiary;no;571;no;no;cellular;11;aug;-112;-2;48;-1;unknown;yes
41;technician;single;tertiary;no;-1736;no;no;unknown;13;may;367;7;40;1;unknown;yes
54;admin.;married;secondary;no;9;no;yes;unknown;1;jul;140;1;-1;0;unknown;no
38;admin.;single;tertiary;no;-297;no;no;unknown;26;mar;283;-2;37;1;failure;yes
19;self-employed;single;tertiary;no;-1135;no;no;cellular;21;feb;486;4;185;0;unknown;yes
56;retired;married;primary;no;842;no;yes;unknown;5;jun;108;1;-1;0;unknown;no
42;blue-collar;married;tertiary;no;1669;yes;no;cellular;24;may;-302;2;-11;2;success;yes
26;retired;married;secondary;no;2977;yes;no;cellular;5;dec;-72;-2;-51;4;unknown;yes
19;student;single;primary;no;1247;no;no;cellular;23;apr;94;1;-1;0;unknown;no
25;technician;married;secondary;no;-347;no;no;cellular;18;jun;123;2;78;2;unknown;yes
46;unemployed;single;tertiary;no;-2594;no;no;cellular;16;may;-241;5;-88;-1;unknown;no
12;technician;married;primary;no;5482;no;no;unknown;19;may;321;-5;206;1;unknown;no
57;management;married;tertiary;no;-871;no;no;unknown;20;may;214;10;-1;0;unknown;no
45;entrepreneur;married;tertiary;no;2536;no;no;unknown;15;may;973;7;108;0;unknown;no
46;technician;single;tertiary;no;-169;yes;no;cellular;22;jan;-330;5;7;3;other;no
56;blue-collar;married;tertiary;no;-3074;no;no;unknown;10;aug;-95;-5;-178;5;unknown;yes
35;blue-collar;married;tertiary;no;7143;no;no;unknown;13;jan;244;1;100;0;unknown;yes
29;management;single;secondary;no;-1665;yes;no;unknown;9;mar;679;6;-17;3;failure;yes
39;management;married;tertiary;no;3;yes;no;cellular;18;nov;341;1;-1;0;unknown;no
51;entrepreneur;single;secondary;no;-5745;no;no;cellular;15;may;192;5;227;0;unknown;no
55;entrepreneur;married;tertiary;no;-562;no;no;unknown;11;jun;545;5;-8;3;success;yes
32;student;single;tertiary;no;0;no;no;cellular;6;aug;101;5;3;6;other;no
53;technician;single;tertiary;no;757;yes;no;cellular;7;may;122;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-1955;yes;yes;unknown;11;may;381;-2;137;2;unknown;yes
44;unknown;single;tertiary;no;-1171;no;no;unknown;15;mar;608;9;204;0;unknown;yes
40;blue-collar;divorced;tertiary;no;1439;no;no;cellular;8;aug;299;4;147;3;unknown;yes
33;technician;single;tertiary;no;340;no;no;cellular;8;aug;348;2;-1;0;unknown;no
23;services;married;secondary;no;-124;no;no;telephone;4;may;393;6;-2;0;unknown;no
42;entrepreneur;married;tertiary;no;-587;no;no;unknown;18;may;-218;0;43;0;failure;no
26;technician;married;tertiary;no;7423;yes;no;unknown;22;may;-380;5;-131;0;unknown;no
49;entrepreneur;married;tertiary;no;1282;no;no;cellular;29;mar;465;0;82;1;unknown;yes
60;technician;divorced;secondary;no;615;yes;no;cellular;29;jan;130;1;-1;0;unknown;no
28;blue-collar;single;secondary;yes;-871;yes;no;unknown;12;may;36;4;-1;0;unknown;no
43;management;married;secondary;no;3886;no;no;unknown;16;aug;151;1;-3;-1;unknown;no
40;technician;married;tertiary;no;-3966;no;no;unknown;1;jun;790;4;18;0;unknown;no
42;blue-collar;single;secondary;no;7547;no;no;cellular;29;jul;1569;2;-1;0;unknown;no
53;technician;married;primary;no;6839;yes;no;cellular;19;nov;77;1;-1;0;unknown;no
37;admin.;single;unknown;no;4448;yes;no;unknown;24;oct;373;3;-35;0;success;no
33;technician;single;secondary;no;1580;no;no;unknown;6;may;695;1;-42;4;unknown;yes
56;entrepreneur;married;tertiary;no;10362;yes;no;cellular;28;jun;327;3;87;0;unknown;yes
33;management;married;secondary;no;1423;yes;no;cellular;15;may;333;2;364;3;failure;no
37;technician;single;secondary;no;-546;yes;no;cellular;14;may;121;5;129;1;unknown;yes
22;entrepreneur;married;tertiary;no;1007;yes;no;unknown;11;oct;233;1;-85;1;unknown;yes
58;admin.;married;tertiary;no;1843;no;no;cellular;22;aug;257;7;144;3;unknown;no
33;self-employed;divorced;secondary;no;-1891;no;no;cellular;16;oct;183;6;-241;-2;unknown;no
43;unknown;single;secondary;no;5258;yes;no;cellular;17;aug;297;3;127;2;unknown;yes
26;technician;married;tertiary;no;4672;yes;no;unknown;16;may;218;4;121;-2;unknown;yes
33;admin.;married;secondary;no;482;yes;no;cellular;2;feb;249;1;-1;0;unknown;no
35;technician;married;tertiary;no;122;no;no;cellular;27;mar;277;1;-1;0;unknown;no
33;unknown;single;tertiary;no;-257;no;no;unknown;10;may;259;8;16;3;unknown;no
32;technician;divorced;secondary;no;7919;yes;no;unknown;16;oct;42;0;-19;-1;unknown;yes
29;management;married;tertiary;no;3430;yes;no;cellular;6;feb;-463;4;-3;0;unknown;no
47;management;divorced;tertiary;no;4556;yes;no;unknown;14;may;146;1;-1;0;unknown;no
47;services;married;tertiary;no;-4010;no;yes;unknown;17;may;194;2;130;-1;unknown;yes
43;blue-collar;married;unknown;no;-134;yes;no;unknown;10;may;115;0;122;3;unknown;no
42;blue-collar;married;primary;no;0;no;no;telephone;12;may;24;1;-1;0;unknown;no
44;entrepreneur;single;secondary;no;5689;yes;no;unknown;19;jun;138;-1;-88;0;unknown;no
26;unemployed;married;secondary;no;-74;yes;no;unknown;13;jun;-181;4;-52;-2;unknown;no
38;management;single;tertiary;no;1713;no;yes;unknown;8;jul;228;5;184;-2;success;no
50;management;married;tertiary;no;383;no;yes;cellular;11;jul;502;2;-1;0;unknown;no
37;admin.;divorced;secondary;no;-165;yes;no;unknown;3;jun;48;2;-1;0;unknown;no
30;technician;single;secondary;no;1626;no;no;cellular;25;jul;566;3;-1;0;unknown;no
30;management;single;secondary;no;2262;yes;no;cellular;5;jun;68;6;127;0;unknown;yes
59;management;married;tertiary;no;2139;yes;yes;unknown;17;jun;3;2;-53;0;unknown;yes
45;blue-collar;married;tertiary;no;2931;yes;no;unknown;8;dec;391;-2;13;0;unknown;yes
34;admin.;married;secondary;no;641;yes;yes;unknown;16;may;467;1;-1;0;unknown;no
39;management;divorced;tertiary;no;-3102;yes;yes;cellular;9;may;68;5;32;-2;unknown;no
27;management;single;tertiary;no;5430;no;no;telephone;16;nov;185;1;-114;1;unknown;yes
28;management;married;secondary;no;1228;no;yes;cellular;13;jun;448;0;0;-5;other;no
29;student;single;secondary;no;948;yes;no;unknown;6;may;75;2;-1;0;unknown;no
51;entrepreneur;single;secondary;no;1592;no;no;unknown;5;may;450;2;40;2;unknown;yes
22;entrepreneur;single;secondary;no;-1179;no;no;cellular;14;may;1;-4;95;1;unknown;yes
48;services;married;primary;no;717;no;no;cellular;29;jan;450;1;-1;0;unknown;no
64;retired;married;secondary;no;1612;no;no;cellular;18;feb;362;1;183;4;failure;no
28;blue-collar;married;secondary;no;1325;yes;no;cellular;15;may;242;1;-1;0;unknown;no
45;unemployed;divorced;secondary;no;-2006;yes;no;cellular;10;jun;-68;-2;166;-1;unknown;yes
57;management;married;tertiary;no;1832;yes;no;cellular;2;nov;131;2;-1;0;unknown;no
29;technician;married;secondary;no;3643;no;no;cellular;12;may;335;7;130;1;unknown;no
34;technician;single;secondary;no;61;yes;no;unknown;24;may;266;3;-12;0;unknown;no
34;services;married;secondary;no;29;yes;no;cellular;15;jul;387;5;-1;0;unknown;no
52;housemaid;single;secondary;no;3452;yes;no;unknown;12;aug;-116;1;-142;-1;unknown;no
35;technician;married;secondary;no;1465;no;yes;unknown;6;jul;-10;3;200;2;other;yes
51;blue-collar;married;primary;no;1080;no;yes;cellular;25;jul;110;1;-1;0;unknown;no
31;retired;married;tertiary;no;-1259;yes;no;unknown;14;may;602;1;-24;3;failure;yes
24;technician;married;tertiary;no;-407;yes;no;cellular;20;aug;672;3;-38;4;unknown;yes
50;services;married;tertiary;no;-2930;no;yes;telephone;14;may;271;5;62;1;unknown;no
46;management;married;primary;no;5085;yes;no;cellular;9;may;196;0;36;2;unknown;no
29;unemployed;single;primary;no;1374;no;no;cellular;17;nov;309;3;208;4;success;yes
35;blue-collar;married;secondary;no;5304;yes;no;cellular;20;nov;340;1;183;2;failure;no
53;management;divorced;secondary;no;-263;no;no;unknown;25;jun;22;0;197;1;unknown;yes
35;retired;divorced;tertiary;no;-612;yes;no;unknown;20;may;777;3;-184;-2;success;yes
27;technician;single;secondary;yes;0;no;yes;cellular;8;jul;732;1;-1;0;unknown;yes
40;blue-collar;divorced;tertiary;no;-1890;yes;no;unknown;18;oct;210;2;18;0;unknown;no
36;services;married;secondary;no;1053;yes;no;telephone;30;jan;99;1;259;1;failure;no
45;self-employed;single;secondary;no;1226;yes;no;unknown;11;may;361;0;224;-2;unknown;no
26;management;single;tertiary;no;943;no;no;cellular;11;nov;166;1;195;1;success;yes
41;unknown;single;unknown;no;6166;yes;no;unknown;21;nov;189;3;11;0;unknown;yes
29;technician;married;tertiary;no;194;no;no;telephone;25;may;78;2;-182;3;failure;yes
26;technician;single;tertiary;no;15161;no;no;cellular;2;feb;280;1;-1;0;unknown;yes
52;management;divorced;tertiary;no;482;yes;no;cellular;14;may;162;4;365;1;failure;no
47;blue-collar;married;tertiary;no;-3213;yes;no;telephone;24;jul;23;2;71;-4;unknown;yes
21;blue-collar;married;primary;no;8027;yes;no;cellular;28;dec;290;1;-110;-1;failure;yes
26;technician;married;tertiary;no;584;yes;no;cellular;2;may;236;3;33;-2;unknown;no
41;blue-collar;married;tertiary;no;4274;no;yes;unknown;18;dec;545;-3;137;0;unknown;yes
49;entrepreneur;married;tertiary;no;1565;yes;no;unknown;7;dec;491;0;1;2;failure;no
51;entrepreneur;single;tertiary;no;-1074;yes;no;cellular;37;aug;-406;4;204;0;unknown;yes
39;technician;married;secondary;no;1815;yes;no;unknown;18;may;60;0;191;-1;unknown;yes
34;blue-collar;married;primary;no;602;yes;no;cellular;16;jul;680;1;-1;0;unknown;no
40;management;single;tertiary;no;36;yes;no;unknown;27;may;240;3;-1;0;unknown;no
41;unknown;single;tertiary;no;1999;no;yes;unknown;23;may;265;5;32;0;unknown;no
32;entrepreneur;married;secondary;no;656;yes;no;unknown;24;may;-42;1;60;1;failure;yes
32;blue-collar;married;primary;no;66;no;no;cellular;19;nov;244;1;-1;0;unknown;no
37;self-employed;single;tertiary;no;676;no;no;cellular;5;aug;133;2;-1;0;unknown;no
43;self-employed;married;tertiary;no;488;no;no;cellular;20;aug;190;12;-1;0;unknown;no
51;management;married;tertiary;no;285;no;no;cellular;9;feb;278;2;-1;0;unknown;no
36;blue-collar;married;tertiary;no;-1539;yes;no;unknown;7;may;259;4;213;-1;unknown;yes
43;self-employed;single;tertiary;no;-744;yes;no;unknown;23;oct;438;5;105;3;unknown;yes
30;admin.;single;unknown;no;0;yes;no;cellular;19;nov;1206;2;-1;0;unknown;no
48;unknown;married;tertiary;no;95;no;no;unknown;25;nov;93;6;50;3;unknown;yes
38;management;divorced;tertiary;no;2350;no;no;cellular;25;aug;234;12;-1;0;unknown;no
34;technician;single;secondary;no;4613;no;no;cellular;-4;jul;428;7;-70;3;unknown;no
46;admin.;married;unknown;no;0;yes;no;cellular;25;jul;49;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;1386;yes;yes;cellular;20;apr;396;3;151;4;other;no
26;technician;single;secondary;no;44;no;no;cellular;30;oct;217;1;-1;0;unknown;yes
27;management;single;tertiary;no;-2599;no;no;cellular;17;aug;-21;1;-152;-3;unknown;yes
37;management;married;tertiary;no;1770;no;no;unknown;9;aug;186;4;74;1;failure;yes
37;technician;married;tertiary;no;1886;no;no;unknown;10;may;594;0;-28;3;unknown;yes
38;technician;divorced;secondary;no;566;yes;no;cellular;8;may;44;2;275;2;failure;no
35;technician;divorced;secondary;no;2047;yes;no;cellular;1;oct;66;1;-1;0;unknown;no
60;retired;married;secondary;no;2537;yes;yes;unknown;15;may;230;1;-1;0;unknown;no
26;blue-collar;married;unknown;no;-2525;no;no;unknown;22;may;194;3;73;4;success;no
35;self-employed;married;primary;no;799;no;yes;unknown;6;jun;902;-2;-37;0;other;no
51;unknown;divorced;tertiary;no;2110;yes;no;cellular;18;oct;409;3;56;0;failure;no
36;admin.;single;tertiary;no;2622;no;no;cellular;19;nov;640;1;127;5;failure;no
36;entrepreneur;single;unknown;no;-2064;yes;no;cellular;7;feb;478;0;-6;0;unknown;yes
36;management;divorced;secondary;no;-106;no;no;unknown;5;feb;303;0;132;2;unknown;yes
36;services;married;secondary;no;472;yes;no;unknown;19;jun;1017;1;-1;0;unknown;no
41;technician;married;secondary;no;0;no;no;cellular;11;mar;101;1;-1;0;unknown;no
38;management;married;tertiary;no;1074;no;no;cellular;8;aug;153;8;-1;0;unknown;no
20;technician;married;primary;no;4730;yes;no;telephone;15;dec;51;3;-91;-2;unknown;no
51;unknown;married;unknown;no;4124;no;no;cellular;18;may;483;9;22;3;unknown;no
59;retired;single;tertiary;no;3665;yes;no;unknown;35;jul;533;2;4;0;unknown;yes
48;retired;married;primary;no;-1849;yes;no;unknown;4;dec;210;-1;65;-1;other;no
34;technician;single;secondary;no;124;no;no;telephone;14;aug;31;2;-1;0;unknown;no
59;retired;married;tertiary;yes;1763;yes;no;unknown;18;jun;362;1;49;-1;unknown;yes
26;technician;single;secondary;no;334;no;no;cellular;19;oct;217;1;-1;0;unknown;no
26;unknown;married;tertiary;no;-678;yes;no;cellular;15;dec;447;6;56;6;unknown;no
38;technician;married;tertiary;no;3693;yes;no;cellular;14;oct;16;7;-9;0;unknown;yes
25;technician;single;secondary;no;472;yes;yes;cellular;0;may;190;0;67;1;other;no
30;technician;single;secondary;no;2371;no;no;cellular;14;jun;661;1;384;2;other;yes
39;blue-collar;married;tertiary;no;3316;yes;no;unknown;10;may;411;2;37;-2;unknown;yes
36;technician;married;secondary;no;-813;no;no;cellular;21;nov;202;4;61;-1;other;no
41;management;divorced;primary;no;2622;no;yes;unknown;19;nov;310;5;147;2;unknown;yes
59;entrepreneur;married;primary;no;124;yes;no;cellular;18;nov;531;3;134;7;failure;no
42;technician;single;secondary;no;4765;yes;yes;cellular;34;dec;226;2;346;-6;unknown;yes
29;blue-collar;married;secondary;no;580;yes;yes;cellular;17;apr;1311;2;-1;0;unknown;yes
36;services;married;secondary;no;84;no;no;cellular;27;aug;206;3;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;2335;yes;no;unknown;17;jun;134;0;-92;-1;unknown;yes
36;admin.;single;tertiary;no;649;no;no;cellular;19;nov;224;1;111;1;other;no
33;technician;single;tertiary;no;722;no;no;unknown;13;nov;807;-2;3;-1;unknown;no
59;management;married;tertiary;no;-645;yes;no;unknown;15;jul;949;4;33;0;unknown;yes
21;technician;married;tertiary;no;3167;yes;no;cellular;16;jul;-154;7;-5;2;unknown;no
38;self-employed;divorced;secondary;no;5995;yes;yes;unknown;16;jul;131;5;49;-1;unknown;no
41;blue-collar;single;tertiary;no;-518;no;no;unknown;17;may;457;-1;198;-1;unknown;yes
63;technician;married;unknown;no;-1529;yes;no;unknown;12;jul;309;1;225;5;unknown;no
38;blue-collar;married;primary;no;1327;yes;no;cellular;20;nov;277;1;-1;0;unknown;no
47;admin.;married;secondary;no;769;yes;no;cellular;5;may;183;1;265;2;failure;no
39;technician;married;primary;no;1846;no;no;cellular;5;feb;306;5;-1;0;unknown;no
39;management;married;primary;no;839;yes;no;unknown;10;jul;660;3;125;-2;unknown;yes
58;management;divorced;tertiary;no;5;yes;no;unknown;9;jun;412;1;-1;0;unknown;no
35;admin.;single;secondary;no;6554;no;no;cellular;29;jul;226;1;-1;0;unknown;no
32;blue-collar;single;primary;no;12198;yes;no;cellular;18;may;178;1;-1;0;unknown;yes
55;technician;single;unknown;no;161;yes;no;unknown;35;aug;312;3;22;2;unknown;yes
23;technician;single;unknown;no;2117;no;no;unknown;8;may;442;1;-21;3;unknown;no
28;self-employed;single;unknown;no;422;yes;yes;unknown;18;oct;558;-2;2;0;unknown;no
40;services;divorced;tertiary;no;1347;yes;no;unknown;16;dec;0;-1;75;-1;unknown;no
37;technician;married;secondary;no;807;yes;no;cellular;21;nov;634;4;-1;0;unknown;no
47;entrepreneur;married;secondary;no;-71;yes;yes;cellular;18;jun;572;6;165;2;unknown;no
40;management;single;unknown;no;-2291;yes;yes;unknown;15;jul;-45;-1;67;0;unknown;no
61;management;married;secondary;no;4209;no;no;cellular;2;oct;68;0;286;0;failure;no
28;technician;married;tertiary;no;1175;no;no;unknown;6;jun;206;0;14;-1;unknown;no
37;retired;single;tertiary;no;-2603;yes;no;unknown;11;may;216;2;136;2;other;no
34;management;single;tertiary;no;90;yes;no;cellular;8;may;67;3;-1;0;unknown;no
35;management;married;tertiary;no;71;yes;no;cellular;30;apr;510;2;-1;0;unknown;no
38;technician;married;secondary;no;695;no;yes;unknown;31;jul;172;6;125;0;unknown;no
40;housemaid;married;tertiary;no;7844;yes;no;unknown;20;may;213;4;67;0;unknown;no
46;entrepreneur;married;secondary;no;-1061;yes;no;telephone;20;may;18;5;137;-4;unknown;no
32;management;single;tertiary;no;6529;yes;no;unknown;21;may;-61;8;-62;-2;unknown;no
48;entrepreneur;married;unknown;no;1285;no;no;unknown;25;jan;587;-1;34;1;unknown;yes
45;blue-collar;divorced;unknown;no;5389;yes;no;unknown;5;may;234;0;181;5;failure;yes
31;technician;divorced;tertiary;no;-1584;no;no;telephone;13;jun;301;4;247;-1;unknown;no
50;entrepreneur;married;tertiary;no;39;yes;no;unknown;18;may;784;3;-51;2;unknown;yes
44;services;married;secondary;no;1326;no;no;cellular;30;jul;96;1;-1;0;unknown;no
46;blue-collar;married;primary;no;-1305;yes;no;unknown;19;jan;260;9;152;0;unknown;yes
